europeana_id,dcFormat,dctermsExtent,dcPublisher,dcRights,dcSource
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_AP70L00719,,,,"Donation Roger Parry, Ministry of Culture (Media library of architecture and heritage) RMN broadcast; Donation Roger Parry, Ministère de la culture (Médiathèque de l'architecture et du patrimoine) diffusion RMN",
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_AP69W00802,,,,"Ministère de la Culture (France), Médiathèque de l'architecture et du patrimoine (objets mobiliers), tous droits réservés",
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_AP69W00087,,,,"Ministère de la Culture (France), Médiathèque de l'architecture et du patrimoine (objets mobiliers), tous droits réservés",
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_AP69L00278,,,,"Marc Allegret, Ministry of Culture (Media library of architecture and heritage) RMN broadcasting; Marc Allégret, Ministère de la culture (Médiathèque de l'architecture et du patrimoine) diffusion RMN",
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00257542,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00257550,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00257551,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00257553,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00257547,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00257299,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00257093,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00256997,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00256996,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00256881,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00256882,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/03915/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_00255827,,,,Ministry of Culture (France) - Library of Architecture and Heritage - NMR broadcast; Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN,
/2023846/medienarchiv_web_detailansicht_id_204359,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_204343,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_204336,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_201569,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_201567,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_201566,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_201565,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_195948,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_19469,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_18336,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_18329,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_174554,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_17378,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_164935,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_163843,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_163761,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_163759,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_163746,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_163745,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_160817,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_160747,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_160528,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_160338,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_160319,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_152421,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_152144,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/2023846/medienarchiv_web_detailansicht_id_103086,,,,"LWL-Volkskundlichen Kommission für Westfalen
         [Resource]; Bildarchiv der Volkskundlichen Kommission für Westfalen",LWL-Volkskunde Commission for Westphalia; LWL-Volkskundlichen Kommission für Westfalen
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20105600669,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20105600670,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20105600668,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20105600667,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090008337,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090007088,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090007012,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090007011,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006726,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006727,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006725,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006724,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006723,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006722,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006721,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006257,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006192,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006190,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006191,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090006189,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20090005585,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600321,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600292,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600285,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600190,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600188,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600189,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
/03929/public_mistral_memoire_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_ARN01_20085600187,,,,"reproduction subject to authorization of the holder of the rights of exploitation; ©Ministry of Culture, DRASSM; © Ministère de la culture, DRASSM; reproduction soumise à autorisation du titulaire des droits d'exploitation",
